Name,height,weight,birthdate,experience,bmi
braxton key,80.0,225.0,1997-02-14,5,24.71484375
pat spencer,74.0,205.0,1996-07-04,2,26.31756756756757
brandon williams,78.0,215.0,1975-02-27,4,24.843030900723207
lindy waters iii,77.0,210.0,1997-07-28,4,24.899645808736718
matt ryan,78.0,215.0,1997-04-17,5,24.843030900723207
gabriel deck,78.0,231.0,1995-02-08,2,26.691814595660748
jeremiah robinson-earl,81.0,240.0,2000-11-03,4,25.715592135345222
josh christopher,76.0,215.0,2001-12-08,4,26.167763157894736
herbert jones,79.0,206.0,1998-10-06,4,23.20429418362442
trey murphy iii,80.0,206.0,2000-06-18,4,22.6278125
jaden springer,76.0,202.0,2002-09-25,5,24.585526315789473
franz wagner,82.0,220.0,2001-08-27,4,23.001189767995243
ziaire williams,81.0,185.0,2001-09-12,4,19.822435604328607
ochai agbaji,77.0,215.0,2000-04-20,3,25.492494518468543
greg brown iii,79.0,206.0,2001-09-01,4,23.20429418362442
sharife cooper,72.0,176.0,2001-06-11,1,23.867283950617285
chris duarte,77.0,190.0,1997-06-13,3,22.528250969809413
bones hyland,74.0,169.0,2000-09-14,4,21.695945945945947
kai jones,83.0,221.0,2001-01-19,4,22.552329801132238
miles mcbride,74.0,195.0,2000-09-08,4,25.033783783783782
moses moody,77.0,211.0,2002-05-31,4,25.018215550683085
marcus bagley,78.0,217.0,2001-10-23,2,25.074128862590403
isaiah jackson,80.0,205.0,2002-01-10,4,22.51796875
tre mann,76.0,178.0,2001-02-03,4,21.664473684210527
terrence shannon jr.,78.0,215.0,2000-07-30,1,24.843030900723207
james bouknight,76.0,190.0,2000-09-18,4,23.125
johnny juzang,79.0,226.0,2001-03-17,3,25.457138279121935
day'ron sharpe,82.0,265.0,2001-11-06,4,27.705978584176087
jt thor,81.0,203.0,2002-08-26,5,21.7511050144795
justin champagnie,78.0,206.0,2001-06-29,4,23.803090072320842
jalen johnson,80.0,219.0,2001-12-18,4,24.05578125
keon johnson,77.0,185.0,2002-03-10,5,21.935402260077584
jason preston,75.0,181.0,1999-08-10,3,22.620977777777778
kessler edwards,79.0,203.0,2000-08-09,5,22.866367569299793
corey kispert,78.0,224.0,1999-03-03,4,25.882971729125575
davion mitchell,72.0,202.0,1998-09-05,4,27.393132716049383
austin reaves,77.0,197.0,1998-05-29,4,23.358239163433968
cam thomas,75.0,210.0,2001-10-13,4,26.245333333333335
david duke jr.,76.0,204.0,1999-10-13,5,24.82894736842105
joshua primo,76.0,189.0,2002-12-24,4,23.00328947368421
raiquan gray,79.0,269.0,1999-07-07,3,30.300753084441595
scottie barnes,80.0,237.0,2001-08-01,4,26.03296875
luka garza,82.0,243.0,1998-12-27,4,25.405859607376563
trendon watford,80.0,245.0,2000-11-09,4,26.91171875
sandro mamukelashvili,81.0,240.0,1999-05-23,4,25.715592135345222
sam hauser,79.0,217.0,1997-12-08,4,24.443358436148053
ariel hukporti,84.0,246.0,2002-04-12,1,24.5093537414966
julian champagnie,79.0,217.0,2001-06-29,3,24.443358436148053
alperen sengun,83.0,243.0,2002-07-25,4,24.797358107127305
jericho sims,82.0,250.0,1998-10-20,4,26.137715645449138
joe wieskamp,78.0,205.0,1999-08-23,3,23.687541091387246
josh giddey,79.0,214.0,2002-10-10,4,24.105431821823426
yves pons,77.0,206.0,1999-05-07,2,24.425366840951256
santi aldama,84.0,215.0,2001-01-10,4,21.42077664399093
marcus garrett,77.0,205.0,1998-11-09,3,24.306797099004893
usman garuba,80.0,229.0,2002-03-09,4,25.15421875
isaiah livers,78.0,232.0,1998-07-28,3,26.807363576594344
scotty pippen jr.,74.0,170.0,2000-11-10,3,21.824324324324323
jalen suggs,77.0,205.0,2001-06-03,4,24.306797099004893
jalen wilson,78.0,220.0,2000-11-04,2,25.42077580539119
mckinley wright iv,71.0,192.0,1998-10-25,3,26.77563975401706
cade cunningham,78.0,220.0,2001-09-25,4,25.42077580539119
evan mobley,83.0,215.0,2001-06-18,4,21.940049354042678
aaron wiggins,77.0,190.0,1999-01-02,4,22.528250969809413
isaiah mobley,80.0,238.0,1999-09-24,2,26.1428125
chaundee brown,77.0,215.0,1998-12-04,2,25.492494518468543
e.j. liddell,78.0,240.0,2000-12-18,2,27.731755424063117
javonte smart,76.0,205.0,1999-06-03,3,24.950657894736842
dejon jarreau,77.0,185.0,1998-01-23,2,21.935402260077584
gui santos,79.0,185.0,2002-06-22,2,20.838807883352025
duane washington jr.,74.0,197.0,2000-03-24,3,25.29054054054054
d.j. carton,75.0,200.0,2000-08-05,3,24.995555555555555
darius days,79.0,245.0,1999-10-20,2,27.597340169844575
tyson etienne,72.0,200.0,1999-09-17,1,27.121913580246915
dalano banton,80.0,203.0,1999-11-07,4,22.29828125
jose alvarado,72.0,179.0,1998-04-12,4,24.274112654320987
carlik jones,72.0,174.0,1997-12-23,3,23.596064814814813
a.j. lawson,78.0,179.0,2000-07-15,3,20.68326758711374
ibou badji,84.0,240.0,2002-10-13,2,23.91156462585034
jay huff,85.0,240.0,1997-08-25,4,23.352249134948096
mac mcclung,74.0,185.0,1999-01-06,3,23.75
eugene omoruyi,78.0,235.0,1997-02-14,4,27.154010519395136
jordan schakel,78.0,200.0,1998-06-13,3,23.109796186719265
stanley umude,78.0,210.0,1999-04-12,3,24.265285996055226
colin castleton,82.0,250.0,2000-05-25,2,26.137715645449138
terry taylor,76.0,230.0,1999-09-23,3,27.99342105263158
georgios kalaitzakis,79.0,192.0,1999-01-02,1,21.627303316776157
ish wainright,77.0,250.0,1994-09-12,4,29.64243548659133
jamorko pickett,81.0,206.0,1997-12-24,2,22.072549916171315
jordan goodwin,75.0,215.0,1998-10-23,4,26.87022222222222
micah potter,81.0,248.0,1998-04-06,4,26.572778539856728
dru smith,74.0,203.0,1997-12-30,3,26.06081081081081
kevin pangos,73.0,179.0,1993-01-26,1,23.613623569149933
marjon beauchamp,79.0,199.0,2000-10-12,3,22.41579875020029
dyson daniels,79.0,199.0,2003-03-17,3,22.41579875020029
jaden hardy,75.0,198.0,2002-07-05,3,24.7456
scoot henderson,75.0,207.0,2004-02-03,2,25.8704
aleem ford,80.0,220.0,1997-12-22,2,24.165625
phillip wheeler,80.0,185.0,2002-04-23,2,20.32109375
cameron mcgriff,79.0,220.0,1997-09-30,2,24.78128505047268
malcolm hill,78.0,220.0,1995-10-26,3,25.42077580539119
keaton wallace,75.0,185.0,1999-02-26,1,23.12088888888889
olivier sarr,82.0,240.0,1999-02-20,3,25.09220701963117
henri drell,81.0,220.0,2000-04-25,2,23.572626124066453
gabriel lundberg,76.0,203.0,1994-12-04,2,24.707236842105264
jaden ivey,75.0,195.0,2002-02-13,3,24.370666666666665
paolo banchero,82.0,250.0,2002-11-12,3,26.137715645449138
jabari smith jr.,83.0,220.0,2003-05-13,3,22.450283059950646
chet holmgren,85.0,208.0,2002-05-01,2,20.238615916955016
bennedict mathurin,77.0,210.0,2002-06-19,3,24.899645808736718
johnny davis,74.0,170.0,1955-10-21,10,21.824324324324323
keegan murray,80.0,225.0,2000-08-19,3,24.71484375
aj griffin,78.0,220.0,2003-08-25,3,25.42077580539119
shaedon sharpe,77.0,210.0,2003-05-30,3,24.899645808736718
tyty washington jr.,75.0,195.0,2001-11-15,3,24.370666666666665
malaki branham,76.0,180.0,2003-05-12,3,21.907894736842106
blake wesley,76.0,190.0,2003-03-16,3,23.125
jalen duren,82.0,250.0,2003-11-18,3,26.137715645449138
tari eason,80.0,215.0,2001-05-10,3,23.61640625
nikola jovic,82.0,205.0,2003-06-09,3,21.432926829268293
max christie,77.0,190.0,2003-02-10,3,22.528250969809413
mark williams,85.0,240.0,2001-12-16,3,23.352249134948096
jeremy sochan,80.0,230.0,2003-05-20,3,25.2640625
wendell moore jr.,77.0,215.0,2001-09-18,3,25.492494518468543
kendall brown,79.0,205.0,2003-05-11,3,23.091651978849544
kennedy chandler,72.0,170.0,2002-09-16,1,23.053626543209877
jalen williams,77.0,211.0,2001-04-14,3,25.018215550683085
orlando robinson,82.0,235.0,2000-07-10,3,24.56945270672219
patrick baldwin jr.,84.0,220.0,2002-11-18,3,21.918934240362812
walker kessler,86.0,245.0,2001-07-26,3,23.287587885343427
jaylin williams,81.0,240.0,2002-06-29,3,25.715592135345222
jd davison,73.0,195.0,2002-10-03,3,25.724338525051603
bryce mcgowens,78.0,190.0,2002-11-08,3,21.9543063773833
jamaree bouyea,74.0,180.0,1999-06-27,3,23.10810810810811
julian strawther,78.0,205.0,2002-04-18,2,23.687541091387246
harrison ingram,77.0,230.0,2002-11-27,1,27.271040647664023
christian braun,78.0,220.0,2001-04-17,3,25.42077580539119
oscar tshiebwe,80.0,255.0,1999-11-27,2,28.01015625
christian koloko,83.0,225.0,2000-06-20,3,22.960516765858614
jabari walker,79.0,237.0,2002-07-30,3,26.696202531645568
ryan rollins,75.0,180.0,2002-07-03,3,22.496
jordan hall,79.0,215.0,2002-01-14,2,24.218074026598302
keon ellis,76.0,175.0,2000-01-08,3,21.299342105263158
drew timme,81.0,235.0,2000-09-09,1,25.17985063252553
josh minott,80.0,205.0,2002-11-25,3,22.51796875
jaime jaquez jr.,78.0,225.0,2001-02-18,2,25.99852071005917
ousmane dieng,81.0,185.0,2003-05-21,3,19.822435604328607
terquavion smith,76.0,160.0,2002-12-31,2,19.473684210526315
jared rhoden,77.0,210.0,1999-08-27,4,24.899645808736718
ron harper jr.,77.0,233.0,2000-04-12,3,27.62674987350312
kris murray,80.0,218.0,2000-08-19,2,23.9459375
marcus sasser,73.0,195.0,2000-09-21,2,25.724338525051603
buddy boeheim,77.0,205.0,1999-11-11,2,24.306797099004893
dalen terry,78.0,210.0,2002-07-12,3,24.265285996055226
isaiah wong,75.0,185.0,2001-01-28,1,23.12088888888889
jacob toppin,81.0,200.0,2000-05-08,2,21.429660112787683
peyton watson,80.0,200.0,2002-09-11,3,21.96875
tyrese martin,78.0,215.0,1999-03-07,2,24.843030900723207
caleb houstan,80.0,205.0,2003-01-09,3,22.51796875
moussa diabate,82.0,210.0,2002-01-21,3,21.955681142177276
trayce jackson-davis,81.0,245.0,2000-02-22,2,26.251333638164915
john butler jr.,84.0,190.0,2002-12-04,2,18.92998866213152
dereon seabron,77.0,180.0,2000-05-26,3,21.34255355034576
collin gillespie,73.0,195.0,1999-06-25,2,25.724338525051603
jake laravia,79.0,235.0,2001-11-03,3,26.470918122095817
david roddy,77.0,255.0,2001-03-27,3,30.235284196323157
dominick barlow,81.0,224.0,2003-05-26,3,24.001219326322207
keion brooks jr.,79.0,210.0,2000-08-07,2,23.65486300272392
javon freeman-liberty,75.0,190.0,1999-10-20,2,23.74577777777778
mouhamed gueye,83.0,210.0,2002-11-09,2,21.429815648134706
quenton jackson,76.0,173.0,1998-09-15,3,21.05592105263158
vince williams jr.,76.0,205.0,2000-08-30,3,24.950657894736842
luke travers,78.0,207.0,2001-09-03,1,23.918639053254438
baylor scheierman,78.0,205.0,2000-09-26,1,23.687541091387246
pete nance,81.0,225.0,2000-02-19,2,24.108367626886146
kenneth lofton jr.,78.0,275.0,2002-08-14,3,31.775969756738988
karlo matkovic,82.0,231.0,2001-03-30,1,24.151249256395005
jermaine samuels jr.,78.0,230.0,1998-11-13,2,26.576265614727152
aj green,76.0,190.0,1999-09-27,3,23.125
jules bernard,78.0,210.0,2000-01-21,2,24.265285996055226
jamal cain,79.0,191.0,1999-03-20,3,21.51466111200128
jack white,78.0,225.0,1997-08-05,2,25.99852071005917
jaylen sims,78.0,210.0,1998-12-11,2,24.265285996055226
justin minaya,77.0,205.0,1999-03-26,4,24.306797099004893
cole swider,80.0,220.0,1999-05-08,2,24.165625
trevor hudgins,72.0,180.0,1999-03-23,2,24.40972222222222
lester quinones,76.0,208.0,2000-11-16,4,25.31578947368421
sidy cissoko,78.0,220.0,2004-04-02,2,25.42077580539119
simone fontecchio,79.0,209.0,1995-12-09,3,23.542220797949046
mouhamadou gueye,81.0,210.0,1998-07-06,1,22.50114311842707
daeqwon plowden,76.0,216.0,1998-08-29,1,26.289473684210527
jacob gilyard,68.0,160.0,1998-07-14,3,24.325259515570934
taze moore,77.0,195.0,1998-06-29,1,23.12109967954124
nate williams,76.0,215.0,1950-05-02,8,26.167763157894736
xavier cooks,80.0,183.0,1995-08-19,2,20.10140625
victor wembanyama,88.0,235.0,2004-01-04,2,21.333290289256198
brandon miller,79.0,200.0,2002-11-22,2,22.528440954975164
taylor hendricks,81.0,215.0,2003-11-22,2,23.03688462124676
amen thompson,79.0,200.0,2003-01-30,2,22.528440954975164
ausar thompson,79.0,205.0,2003-01-30,2,23.091651978849544
anthony black,79.0,200.0,2004-01-20,2,22.528440954975164
gradey dick,79.0,200.0,2003-11-20,2,22.528440954975164
rayan rupert,79.0,205.0,2004-05-31,2,23.091651978849544
gg jackson,81.0,210.0,2004-12-17,2,22.50114311842707
cam whitmore,78.0,230.0,2004-07-08,2,26.576265614727152
jarace walker,79.0,235.0,2003-09-04,2,26.470918122095817
cason wallace,75.0,195.0,2003-11-07,2,24.370666666666665
keyonte george,76.0,185.0,2003-11-08,2,22.51644736842105
jalen hood-schifino,77.0,210.0,2003-06-19,3,24.899645808736718
maxwell lewis,79.0,215.0,2002-07-27,3,24.218074026598302
jordan hawkins,77.0,190.0,2002-04-29,2,22.528250969809413
kobe bufkin,76.0,195.0,2003-09-21,2,23.73355263157895
jett howard,80.0,215.0,2003-09-14,2,23.61640625
trey alexander,77.0,185.0,2003-05-02,1,21.935402260077584
dereck lively ii,85.0,230.0,2004-02-12,2,22.37923875432526
dariq whitehead,78.0,220.0,2004-08-01,2,25.42077580539119
brice sensabaugh,78.0,235.0,2003-10-30,2,27.154010519395136
noah clowney,82.0,210.0,2004-07-14,2,21.955681142177276
bilal coulibaly,79.0,195.0,2004-07-26,2,21.965229931100787
colby jones,78.0,207.0,2002-05-28,2,23.918639053254438
nick smith jr.,74.0,185.0,2004-04-18,2,23.75
emoni bates,80.0,202.0,2004-01-28,3,22.1884375
amari bailey,75.0,185.0,2004-02-17,2,23.12088888888889
reece beekman,75.0,190.0,2001-10-08,2,23.74577777777778
adem bona,82.0,235.0,2003-03-28,1,24.56945270672219
kobe brown,79.0,250.0,2000-01-01,2,28.160551193718955
toumani camara,79.0,230.0,2000-05-08,2,25.90770709822144
jaylen clark,77.0,205.0,2001-10-13,1,24.306797099004893
ricky council iv,78.0,207.0,2001-08-03,3,23.918639053254438
zach edey,87.0,305.0,2002-05-14,1,28.328048619368477
adam flagler,75.0,180.0,1999-12-01,3,22.496
andre jackson jr.,78.0,209.0,2001-11-13,2,24.14973701512163
keyontae johnson,76.0,230.0,2000-05-24,2,27.99342105263158
bobi klintman,81.0,225.0,2003-03-06,1,24.108367626886146
chris livingston,78.0,220.0,2003-10-15,2,25.42077580539119
seth lundy,76.0,220.0,2000-04-02,2,26.776315789473685
kevin mccullar jr.,78.0,210.0,2001-03-15,1,24.265285996055226
jordan miller,77.0,194.0,2000-01-23,2,23.002529937594872
julian phillips,78.0,201.0,2003-11-05,2,23.22534516765286
brandin podziemski,76.0,205.0,2003-02-25,2,24.950657894736842
olivier-maxence prosper,79.0,230.0,2002-07-03,2,25.90770709822144
adama sanogo,81.0,245.0,2002-02-12,1,26.251333638164915
ben sheppard,78.0,190.0,2001-07-16,2,21.9543063773833
jalen slawson,79.0,215.0,1999-10-22,1,24.218074026598302
nae'qwan tomlin,80.0,210.0,2000-12-19,1,23.0671875
tristan vukcevic,84.0,220.0,2003-03-11,2,21.918934240362812
jordan walsh,78.0,205.0,2004-03-03,2,23.687541091387246
leaky black,78.0,209.0,1999-06-14,1,24.14973701512163
tristan da silva,80.0,217.0,2001-05-15,1,23.83609375
tosan evbuomwan,80.0,217.0,2001-02-16,2,23.83609375
alex fudge,80.0,200.0,2003-05-06,2,21.96875
jazian gortman,74.0,184.0,2003-04-14,2,23.62162162162162
d'moi hodge,75.0,188.0,1998-12-20,2,23.495822222222223
dillon jones,77.0,235.0,2001-10-29,1,27.863889357395852
pelle larsson,77.0,215.0,2001-02-23,1,25.492494518468543
jaylen martin,78.0,216.0,2004-01-28,2,24.958579881656803
emanuel miller,77.0,215.0,2000-06-19,1,25.492494518468543
drew peterson,80.0,205.0,1999-11-09,2,22.51796875
antonio reeves,77.0,205.0,2000-11-20,1,24.306797099004893
hunter tyson,80.0,215.0,2000-06-13,2,23.61640625
matas buzelis,80.0,196.0,2004-10-13,1,21.529375
ronald holland ii,80.0,206.0,2005-07-07,1,22.6278125
timmy allen,78.0,210.0,2000-01-09,1,24.265285996055226
craig porter jr.,73.0,180.0,2000-02-26,2,23.74554325389379
duop reath,81.0,245.0,1996-06-26,2,26.251333638164915
nathan mensah,81.0,230.0,1998-04-09,2,24.64410912970584
damion baugh,76.0,194.0,2000-08-03,2,23.611842105263158
tyler smith,81.0,224.0,2004-11-02,1,24.001219326322207
dexter dennis,77.0,210.0,1999-02-09,2,24.899645808736718
onuralp bitim,78.0,215.0,1999-03-31,2,24.843030900723207
miles norris,79.0,220.0,2000-04-15,2,24.78128505047268
maozinha pereira,80.0,177.0,2000-08-28,2,19.44234375
elijah harkless,75.0,195.0,2000-02-03,1,24.370666666666665
trey jemison iii,82.0,270.0,1999-11-28,2,28.22873289708507
malik williams,83.0,250.0,1998-08-26,2,25.51168529539846
alex reese,81.0,245.0,1999-05-21,2,26.251333638164915
jackson rowe,79.0,210.0,1997-01-04,2,23.65486300272392
zaccharie risacher,80.0,200.0,2005-04-08,1,21.96875
alex sarr,84.0,205.0,2005-04-26,1,20.424461451247165
dalton knecht,78.0,215.0,2001-04-19,1,24.843030900723207
cody williams,80.0,190.0,2004-11-20,1,20.8703125
reed sheppard,74.0,185.0,2004-06-24,1,23.75
stephon castle,78.0,215.0,2004-11-01,1,24.843030900723207
rob dillingham,74.0,175.0,2005-01-04,1,22.466216216216218
ja'kobe walter,76.0,180.0,2004-09-04,1,21.907894736842106
bub carrington,76.0,190.0,2005-07-21,1,23.125
isaiah collier,76.0,210.0,2004-10-08,1,25.55921052631579
devin carter,74.0,195.0,2002-03-18,1,25.033783783783782
donovan clingan,86.0,280.0,2004-02-23,1,26.614386154678204
kyle filipowski,83.0,250.0,2003-11-07,1,25.51168529539846
jared mccain,75.0,195.0,2004-02-20,1,24.370666666666665
kyshawn george,80.0,200.0,2003-12-12,1,21.96875
yves missi,83.0,235.0,2004-05-14,1,23.980984177674554
tidjane salaun,82.0,207.0,2005-08-10,1,21.642028554431885
kel'el ware,84.0,230.0,2004-04-20,1,22.915249433106577
johnny furphy,80.0,200.0,2004-12-08,1,21.96875
tyler kolek,74.0,195.0,2001-03-27,1,25.033783783783782
ulrich chomche,83.0,235.0,2005-12-30,2,23.980984177674554
trentyn flowers,81.0,185.0,2005-03-08,1,19.822435604328607
jaylon tyson,78.0,215.0,2002-12-02,1,24.843030900723207
cam spencer,75.0,205.0,2000-04-06,1,25.620444444444445
oso ighodaro,83.0,235.0,2002-07-14,1,23.980984177674554
ryan dunn,79.0,216.0,2003-01-07,1,24.330716231373177
jamal shead,73.0,200.0,2002-07-24,1,26.383936948770877
justin edwards,79.0,217.0,2003-12-16,1,24.443358436148053
ajay mitchell,76.0,190.0,2002-06-25,1,23.125
keshad johnson,78.0,225.0,2001-06-23,1,25.99852071005917
cam christie,77.0,190.0,2005-07-24,1,22.528250969809413
kj simpson,74.0,189.0,2002-08-08,1,24.263513513513512
bronny james,74.0,210.0,2004-10-06,1,26.95945945945946
aj johnson,77.0,160.0,2004-12-01,1,18.97115871141845
pacome dadiet,81.0,210.0,2005-07-27,1,22.50114311842707
quinten post,84.0,238.0,2000-03-21,1,23.71230158730159
jonathan mogbo,81.0,225.0,2001-10-29,1,24.108367626886146
n'faly dante,83.0,230.0,2001-10-19,1,23.470750471766586
jaylen wells,79.0,,2003-08-26,1,
branden carlson,84.0,220.0,1999-06-14,1,21.918934240362812
enrique freeman,81.0,220.0,2000-07-29,1,23.572626124066453
isaac jones,80.0,245.0,2000-07-11,1,26.91171875
jamison battle,79.0,220.0,2001-05-10,1,24.78128505047268
armel traore,81.0,245.0,2003-01-23,0,26.251333638164915
tolu smith,83.0,,2000-07-26,1,
daniss jenkins,76.0,165.0,2001-08-17,1,20.082236842105264
spencer jones,79.0,225.0,2001-06-14,1,25.34449607434706
rayj dennis,73.0,180.0,2001-03-30,1,23.74554325389379
alex ducas,79.0,220.0,2000-12-11,2,24.78128505047268
yuki kawamura,67.0,159.0,2001-05-02,1,24.900200490086878
jianlian yi,84.0,250.0,1987-10-27,6,24.907879818594104
nene hilario,83.0,250.0,1982-09-13,18,25.51168529539846
kenyon martin jr.,78.0,215.0,2001-01-06,6,24.843030900723207
brandon boston jr.,78.0,188.0,2001-11-28,5,21.72320841551611
matthew hurt,81.0,233.0,2000-04-20,1,24.96555403139765
rj nembhard jr.,76.0,200.0,1999-03-22,2,24.342105263157894
